"","emp_length","state","homeownership","delinq_2y","months_since_last_delinq","earliest_credit_line","inquiries_last_12m","total_credit_lines","open_credit_lines","total_credit_limit","total_credit_utilized","num_collections_last_12m","num_historical_failed_to_pay","months_since_90d_late","current_accounts_delinq","total_collection_amount_ever","current_installment_accounts","accounts_opened_24m","months_since_last_credit_inquiry","num_satisfactory_accounts","num_active_debit_accounts","total_debit_limit","num_total_cc_accounts","num_open_cc_accounts","num_cc_carrying_balance","num_mort_accounts","account_never_delinq_percent","tax_liens","public_record_bankrupt","loan_purpose","application_type","loan_amount","term","interest_rate","installment","grade","sub_grade","issue_month","loan_status","initial_listing_status","disbursement_method","balance","income_final","verification_final","debt_to_income_final"
"5013",1,"IN","MORTGAGE",0,0,1991,2,14,7,544745,42917,0,0,0,0,0,2,1,12,7,4,58000,5,4,4,4,100,0,0,"credit_card","individual",24000,36,5.32,722.76,"A","A1",Jan 2018,"Current","whole","Cash",20890.75,410000,"Source Verified",7.01
"5014",10,"GA","MORTGAGE",0,0,1986,0,11,8,167669,67507,0,0,0,0,0,1,1,21,8,4,42900,7,6,6,1,100,0,0,"debt_consolidation","joint",12000,36,7.96,375.82,"A","A5",Mar 2018,"Current","whole","Cash",11105.42,91000,"Not Verified",34.06
"5015",7,"MA","RENT",0,29,2001,0,14,4,66145,72596,0,0,48,0,0,1,1,0,4,1,2000,6,3,3,0,85.7,0,0,"debt_consolidation","individual",7225,36,10.9,236.2,"B","B4",Mar 2018,"Current","whole","Cash",6666.78,32000,"Source Verified",13.84
"5016",5,"LA","MORTGAGE",0,0,2008,2,17,9,350989,75514,0,0,0,0,0,3,6,9,9,2,8000,7,5,2,2,100,0,0,"other","individual",6500,36,10.42,211.03,"B","B3",Feb 2018,"Current","fractional","Cash",5064.26,123000,"Source Verified",14.59
"5017",8,"NY","MORTGAGE",0,0,2002,2,32,12,306556,74281,0,0,0,0,0,2,2,4,12,4,28300,18,8,7,1,100,0,0,"credit_card","individual",11200,60,26.77,340.46,"E","E5",Mar 2018,"In Grace Period","whole","Cash",11016.76,120000,"Not Verified",24.66
"5018",1,"GA","OWN",1,19,2001,5,30,12,165071,127566,0,0,0,0,0,5,7,10,12,6,57300,16,7,6,2,96.7,0,0,"home_improvement","individual",35000,60,17.09,871.54,"D","D1",Feb 2018,"Fully Paid","whole","Cash",0,110000,"Source Verified",18.87
"5019",1,"MI","MORTGAGE",2,18,2013,6,19,10,106869,14638,0,0,0,0,0,2,6,0,10,0,0,14,7,3,1,89.5,0,0,"credit_card","individual",4000,36,17.47,143.55,"D","D1",Mar 2018,"Current","fractional","Cash",3740.31,45000,"Not Verified",12.69
"5020",4,"IL","RENT",0,0,1998,4,33,9,30292,22928,0,1,0,0,110,1,4,4,9,1,1000,16,8,3,0,100,0,1,"debt_consolidation","individual",10000,36,15.05,346.9,"C","C4",Jan 2018,"Current","whole","Cash",8864.46,21600,"Source Verified",25.5
"5021",2,"UT","MORTGAGE",0,35,1989,3,24,9,237432,26068,0,0,35,0,0,2,2,9,9,1,5000,10,5,3,4,87.5,0,0,"debt_consolidation","joint",40000,36,14.07,1368.47,"C","C3",Mar 2018,"Current","fractional","Cash",37269.83,155006,"Verified",12.9
"5022",5,"NY","RENT",0,0,2013,0,6,5,22300,12577,0,1,0,0,0,1,3,14,5,2,11000,4,4,3,0,100,0,1,"debt_consolidation","individual",12000,36,11.98,398.46,"B","B5",Mar 2018,"Current","whole","Cash",11155.65,35000,"Source Verified",19.58
"5023",10,"NY","RENT",0,0,2008,2,9,8,15600,8485,0,0,0,0,0,0,4,8,8,4,10500,9,8,6,0,100,0,0,"credit_card","individual",6000,36,11.98,199.23,"B","B5",Feb 2018,"Current","whole","Cash",5434.28,60000,"Not Verified",5.28
"5024",7,"NC","MORTGAGE",0,0,2011,1,12,9,218938,41796,0,0,0,0,0,2,2,2,9,4,28500,7,6,5,1,100,0,0,"debt_consolidation","individual",13000,60,16.02,316.28,"C","C5",Feb 2018,"Current","whole","Cash",12417.55,60000,"Source Verified",14.26
"5025",6,"GA","MORTGAGE",0,0,2012,3,19,16,194350,24931,0,0,0,0,0,2,12,5,16,5,16700,15,13,7,1,100,0,0,"credit_card","individual",14400,60,10.9,312.38,"B","B4",Mar 2018,"Current","whole","DirectPay",13850.3,55000,"Source Verified",18.67
"5026",9,"NC","OWN",0,0,2011,1,12,6,32900,6659,0,0,0,0,0,0,3,9,6,1,20500,9,6,4,0,100,0,0,"credit_card","individual",7000,36,6.72,215.25,"A","A3",Jan 2018,"Current","whole","Cash",6109.84,46680,"Not Verified",4.09
"5027",10,"CA","MORTGAGE",0,0,2005,3,12,6,260300,9624,0,0,0,0,0,0,3,7,6,3,14700,7,5,4,3,100,0,0,"debt_consolidation","individual",10000,60,16.02,243.29,"C","C5",Feb 2018,"Current","whole","Cash",9551.97,40000,"Not Verified",7.83
"5028",10,"CA","RENT",0,63,2003,3,25,15,42500,15079,0,0,63,0,0,0,7,5,15,6,21200,20,15,12,1,96,0,0,"debt_consolidation","individual",20000,36,10.41,649.21,"B","B3",Feb 2018,"Current","whole","Cash",18560.45,40000,"Source Verified",16.77
"5029",2,"TN","MORTGAGE",0,32,2003,2,27,19,177925,53762,0,0,41,0,0,2,2,8,19,5,8900,20,16,11,1,92.6,0,0,"car","joint",2000,36,13.59,67.96,"C","C2",Jan 2018,"Current","fractional","Cash",1768.26,80000,"Not Verified",25.48
"5030",0,"MA","RENT",1,13,2008,1,11,7,32000,18436,0,0,0,0,0,2,3,10,7,2,7500,8,5,3,0,90.9,0,0,"debt_consolidation","individual",8425,36,15.05,292.27,"C","C4",Jan 2018,"Fully Paid","fractional","Cash",0,30000,"Verified",31.76
"5031",10,"MI","MORTGAGE",0,76,2008,2,22,15,169567,35850,0,0,76,0,0,5,10,4,15,2,2900,10,9,5,3,95.5,0,0,"home_improvement","individual",7000,36,11.99,232.47,"B","B5",Jan 2018,"Current","whole","Cash",6170.96,73000,"Source Verified",23.57
"5032",5,"RI","MORTGAGE",0,55,2009,4,12,8,193700,6737,0,1,0,0,525,0,3,2,8,3,24300,7,7,4,2,91.7,0,1,"debt_consolidation","individual",25000,60,9.92,530.2,"B","B2",Mar 2018,"Current","whole","Cash",24021.35,104000,"Source Verified",2.7
"5033",0,"TX","RENT",0,0,2012,0,5,4,8000,3724,0,0,0,0,0,0,0,0,4,1,7600,4,4,1,0,100,0,0,"debt_consolidation","joint",23100,36,11.98,767.03,"B","B5",Mar 2018,"Current","fractional","Cash",22021.81,95000,"Not Verified",18.61
"5034",3,"GA","RENT",0,0,2012,3,19,19,90300,9767,0,0,0,0,470,1,13,4,19,11,77900,18,18,12,0,100,0,0,"debt_consolidation","individual",10000,36,7.97,313.23,"A","A5",Jan 2018,"Current","whole","Cash",8749.43,60000,"Source Verified",8.71
"5035",1,"AR","MORTGAGE",0,49,2000,6,22,14,80738,48966,0,0,0,0,0,6,3,1,14,5,57500,13,8,5,0,95.5,0,0,"major_purchase","individual",15000,36,11.99,498.15,"B","B5",Feb 2018,"Current","fractional","Cash",13585.88,60000,"Not Verified",15.78
"5036",6,"NY","OWN",0,0,1999,2,26,14,162736,125057,0,1,0,0,0,3,4,10,14,6,23000,17,11,8,0,96.2,0,1,"debt_consolidation","individual",15000,36,7.34,465.5,"A","A4",Mar 2018,"Current","whole","DirectPay",13871.88,95000,"Source Verified",27.98
"5037",4,"CA","RENT",0,26,2011,2,5,5,5905,2428,0,0,0,0,0,1,4,4,5,3,3400,4,4,4,0,80,0,0,"other","individual",4200,36,19.42,154.85,"D","D3",Mar 2018,"Current","whole","Cash",3935.12,48750,"Source Verified",5.32
"5038",10,"FL","MORTGAGE",0,46,1998,0,25,6,191877,12434,0,0,48,0,0,2,2,20,6,2,11500,14,3,2,3,64,0,0,"medical","individual",18000,60,12.62,406.07,"C","C1",Jan 2018,"Current","whole","Cash",16893.11,60825,"Not Verified",21.39
"5039",10,"TX","MORTGAGE",0,61,2004,3,29,14,251926,48473,0,0,0,0,0,2,7,6,14,2,20600,14,10,4,4,96.6,0,0,"other","individual",6000,36,7.96,187.91,"A","A5",Feb 2018,"Current","fractional","Cash",5401.64,61000,"Verified",33.29
"5040",10,"VA","RENT",0,0,1999,0,15,8,97000,26717,0,0,0,0,0,1,2,19,8,5,62900,10,7,7,2,100,0,0,"debt_consolidation","individual",27000,60,11.99,600.47,"B","B5",Feb 2018,"Current","whole","Cash",25657.26,127563,"Not Verified",8.95
"5041",7,"IL","RENT",0,0,2005,2,24,16,42900,14514,0,0,0,0,0,0,9,9,16,5,23400,24,16,10,0,100,0,0,"major_purchase","individual",12000,36,10.42,389.58,"B","B3",Feb 2018,"Current","whole","Cash",10843.53,35000,"Source Verified",14.68
"5042",10,"WA","RENT",1,15,1996,1,8,7,57800,20505,0,1,0,0,111,2,2,2,7,5,14600,5,5,5,0,87.5,1,0,"debt_consolidation","individual",8000,36,11.99,265.68,"B","B5",Feb 2018,"Current","fractional","Cash",7245.8,289139,"Source Verified",5.23
"5043",3,"NY","RENT",3,4,2002,0,26,11,50030,25223,0,0,0,0,0,1,6,14,11,4,13400,19,10,6,0,84,0,0,"credit_card","individual",10000,36,19.42,368.69,"D","D3",Mar 2018,"Current","fractional","Cash",9369.33,35000,"Not Verified",25.41
"5044",10,"CO","MORTGAGE",0,0,1986,0,11,5,127887,20958,0,0,0,0,0,2,2,0,5,1,2100,4,2,1,3,100,0,0,"debt_consolidation","joint",30000,60,11.98,667.04,"B","B5",Mar 2018,"Current","whole","Cash",28886.34,86967,"Source Verified",17.12
"5045",10,"TX","MORTGAGE",0,75,1987,2,39,18,208314,39020,0,0,0,0,0,4,8,6,18,0,35100,29,13,3,1,97.4,0,0,"car","individual",7000,36,6.07,213.18,"A","A2",Mar 2018,"Current","whole","Cash",6463.98,53000,"Not Verified",26.47
"5046",8,"NY","RENT",0,0,1996,2,16,10,138200,42156,0,1,0,0,0,0,2,3,10,4,88500,12,8,5,0,100,0,1,"debt_consolidation","individual",20000,36,6.72,614.99,"A","A3",Feb 2018,"Current","whole","Cash",17971.08,250000,"Not Verified",7.81
"5047",9,"CA","MORTGAGE",0,36,2001,0,21,18,317125,49287,0,0,0,0,0,1,1,19,18,13,67600,18,16,13,2,95.2,0,0,"debt_consolidation","individual",15000,36,6.72,461.24,"A","A3",Feb 2018,"Current","whole","Cash",13478.32,75000,"Source Verified",26.34
"5048",10,"DE","MORTGAGE",0,67,1997,3,51,13,368171,65570,0,0,0,0,0,2,8,9,13,1,70100,20,9,2,7,98,0,0,"debt_consolidation","individual",15000,60,7.35,299.51,"A","A4",Jan 2018,"Current","whole","Cash",13949.03,135000,"Source Verified",9
"5049",8,"OH","MORTGAGE",2,4,1983,2,26,19,243855,50023,1,0,5,0,728,2,3,1,19,5,13500,22,16,12,1,85,0,0,"debt_consolidation","individual",30850,36,13.59,1048.25,"C","C2",Feb 2018,"Late (31-120 days)","whole","Cash",30151.13,83000,"Not Verified",24.7
"5050",5,"TX","MORTGAGE",1,7,2005,6,13,7,113345,97746,0,0,0,0,0,3,3,1,7,1,800,4,4,2,0,91.7,0,0,"debt_consolidation","joint",15000,36,15.05,520.35,"C","C4",Feb 2018,"Current","whole","Cash",13296.68,95000,"Source Verified",16.22
"5051",2,"MO","RENT",0,0,2005,0,15,7,308182,37392,0,0,0,0,316,1,0,0,7,3,60000,8,5,3,3,100,0,0,"debt_consolidation","individual",40000,36,5.31,1204.42,"A","A1",Mar 2018,"Current","whole","Cash",37889.4,145000,"Not Verified",9.36
"5052",1,"MD","MORTGAGE",1,6,2002,0,15,3,80000,59631,0,0,8,0,0,0,0,21,3,1,15000,11,3,2,0,53.3,0,0,"home_improvement","individual",6000,36,9.43,192.01,"B","B1",Mar 2018,"Current","whole","Cash",5562,90000,"Not Verified",15.6
"5053",2,"SD","OWN",0,0,1976,4,18,7,32725,25493,0,1,0,0,82,1,2,8,7,2,4700,10,6,4,0,100,0,1,"credit_card","individual",2600,36,9.43,83.21,"B","B1",Mar 2018,"Current","fractional","Cash",2410.18,31500,"Not Verified",19.09
"5054",0,"CA","RENT",0,0,2014,0,5,5,42600,6265,0,0,0,0,0,0,3,18,5,4,41900,5,5,5,0,100,0,0,"credit_card","individual",10000,36,9.44,320.05,"B","B1",Feb 2018,"Current","whole","Cash",5877.9,27000,"Source Verified",9.38
"5055",10,"CO","MORTGAGE",0,36,1989,6,26,10,375184,56206,0,0,71,0,0,2,8,2,10,4,10500,13,7,7,5,57.7,0,0,"debt_consolidation","individual",3600,36,20,133.79,"D","D4",Jan 2018,"Current","fractional","Cash",3218.54,79000,"Verified",19.31
"5056",10,"FL","MORTGAGE",0,0,2002,3,26,15,54300,10435,0,1,0,0,0,1,2,3,15,2,33300,17,14,2,0,100,0,1,"home_improvement","individual",27000,60,10.42,579.27,"B","B3",Jan 2018,"Current","whole","Cash",25602.65,250000,"Source Verified",2.42
"5057",9,"NY","RENT",0,0,1999,6,23,14,62866,28040,0,1,0,0,0,3,5,1,14,6,36400,13,10,6,2,100,0,1,"debt_consolidation","individual",3000,36,11.98,99.62,"B","B5",Mar 2018,"Current","whole","Cash",2788.9,35000,"Not Verified",14.64
"5058",5,"GA","RENT",0,36,1996,2,33,8,94161,63632,0,0,61,0,939,4,5,5,8,2,8600,8,4,4,1,87.5,0,0,"home_improvement","individual",10000,60,20.39,267.12,"D","D4",Mar 2018,"Current","whole","Cash",9703.41,72000,"Source Verified",26.42
"5059",7,"NY","RENT",0,45,2006,2,19,9,64200,5189,0,0,0,0,0,1,8,4,9,5,55700,17,8,5,0,89.5,0,0,"other","individual",4000,36,9.93,128.94,"B","B2",Jan 2018,"Current","fractional","Cash",2915.12,15000,"Verified",19.44
"5060",10,"OH","MORTGAGE",3,8,1997,4,32,12,323510,63205,0,0,8,0,0,5,4,0,12,3,6000,17,6,6,3,81,0,0,"debt_consolidation","individual",10000,36,12.61,335.07,"C","C1",Mar 2018,"Current","whole","Cash",9302.76,85500,"Not Verified",18.96
"5061",10,"WA","MORTGAGE",0,0,2005,7,28,16,319800,3830,0,0,0,0,0,1,13,2,16,4,11300,18,14,6,3,100,0,0,"other","individual",3600,36,7.97,112.77,"A","A5",Feb 2018,"Current","whole","Cash",3215.02,63000,"Verified",5.62
"5062",3,"MI","OWN",2,2,1997,0,19,9,330416,60597,0,0,0,0,0,2,0,0,9,3,25500,8,5,5,5,88.9,0,0,"debt_consolidation","joint",20500,36,9.44,656.11,"B","B1",Jan 2018,"Current","whole","Cash",17986.55,185000,"Verified",14.23
"5063",10,"CA","MORTGAGE",0,0,1993,0,28,17,287891,85116,0,0,0,0,0,4,3,0,17,5,53700,17,12,7,1,100,0,0,"credit_card","individual",35000,60,14.07,815.66,"C","C3",Mar 2018,"Current","whole","DirectPay",33769.83,115000,"Source Verified",14.86
"5064",8,"PA","MORTGAGE",0,31,1997,0,21,9,273490,40361,0,0,38,0,0,4,4,13,9,1,750,10,4,3,2,71,0,0,"debt_consolidation","individual",6000,36,10.41,194.77,"B","B3",Mar 2018,"Current","whole","Cash",5713.32,92400,"Not Verified",14.51
"5065",9,"FL","RENT",0,78,2001,0,20,9,54570,27228,0,0,0,0,0,2,1,13,9,3,13800,13,7,6,0,94.7,0,0,"credit_card","individual",13000,60,13.59,299.74,"C","C2",Feb 2018,"Current","whole","Cash",12379.5,60000,"Source Verified",20.76
"5066",0,"SC","MORTGAGE",1,5,2010,1,17,8,475160,39413,0,0,0,0,0,3,4,12,8,0,0,6,3,3,4,94.1,0,0,"debt_consolidation","individual",25000,60,14.07,582.62,"C","C3",Mar 2018,"Current","whole","Cash",24121.29,73000,"Source Verified",16.13
"5067",10,"NY","RENT",0,0,2011,0,9,9,51991,24313,0,0,0,0,0,7,1,0,9,2,7500,2,2,2,0,100,0,0,"moving","individual",3500,36,7.97,109.63,"A","A5",Feb 2018,"Current","whole","Cash",3151.01,42000,"Verified",19.43
"5068",5,"OH","MORTGAGE",0,0,1983,1,23,18,123509,40883,0,0,0,0,0,2,5,12,18,5,35500,18,15,10,1,100,0,0,"debt_consolidation","individual",25000,60,19.42,654.31,"D","D3",Feb 2018,"Current","whole","Cash",23976.58,50000,"Not Verified",31.08
"5069",5,"CA","RENT",0,0,2005,0,12,10,79665,64771,0,0,0,0,0,3,1,19,10,5,20700,7,7,6,0,100,0,0,"credit_card","individual",30000,36,9.44,960.15,"B","B1",Jan 2018,"Current","whole","Cash",27069.04,83000,"Source Verified",20.34
"5070",10,"KY","OWN",0,0,2004,0,16,8,47065,20346,0,0,0,0,1529,2,1,0,8,1,6000,10,6,4,0,100,0,0,"house","individual",13000,60,11.98,289.05,"B","B5",Mar 2018,"Current","whole","Cash",12517.41,55000,"Source Verified",12.46
"5071",10,"OH","MORTGAGE",1,17,1986,2,58,24,257886,126300,0,0,0,0,0,7,8,0,24,4,28500,29,17,9,4,93.1,0,0,"debt_consolidation","individual",25000,36,7.96,782.95,"A","A5",Feb 2018,"Current","whole","Cash",23136.34,128000,"Source Verified",29.55
"5072",2,"WV","MORTGAGE",0,0,1999,1,39,25,336592,121935,0,1,0,0,0,10,8,10,25,4,23300,22,14,9,4,100,1,0,"medical","individual",5000,36,15.04,173.43,"C","C4",Feb 2018,"Current","whole","Cash",4548.55,72000,"Verified",37.77
"5073",7,"NJ","MORTGAGE",1,8,1989,0,18,7,27600,22164,1,0,8,0,0,1,0,0,7,5,17200,16,6,5,0,94.4,0,0,"other","individual",4800,36,9.92,154.71,"B","B2",Mar 2018,"Fully Paid","whole","Cash",0,75000,"Not Verified",9.55
"5074",10,"CA","RENT",1,19,2004,0,13,7,86587,46402,0,0,24,0,0,2,1,0,7,4,11600,5,4,4,1,90.9,0,0,"debt_consolidation","individual",3000,36,12.62,100.54,"C","C1",Jan 2018,"Current","fractional","Cash",2647.72,104000,"Source Verified",15.53
"5075",10,"OK","MORTGAGE",0,60,1990,4,41,17,172231,113317,0,1,60,0,0,6,6,3,17,6,55500,19,11,7,0,97.6,1,0,"home_improvement","individual",15000,36,18.45,545.68,"D","D2",Mar 2018,"Current","fractional","Cash",14040.23,156000,"Source Verified",35.22
"5076",10,"NV","MORTGAGE",0,25,1992,4,34,16,34277,7402,0,0,50,0,350,1,7,5,16,2,20000,27,14,3,2,87.9,0,0,"debt_consolidation","individual",20000,36,9.43,640.01,"B","B1",Mar 2018,"Fully Paid","whole","Cash",0,95000,"Source Verified",6.7
"5077",0,"UT","RENT",0,0,2004,1,10,9,45700,14522,0,0,0,0,0,1,7,9,9,6,34300,8,8,7,0,100,0,0,"debt_consolidation","individual",15000,60,21.85,413.01,"D","D5",Mar 2018,"Current","whole","Cash",14717.68,35000,"Source Verified",14.61
"5078",2,"NY","RENT",0,0,2007,6,31,29,102200,28938,0,0,0,0,0,5,8,4,29,6,45000,26,24,8,0,100,0,0,"debt_consolidation","individual",14500,36,7.97,454.18,"A","A5",Jan 2018,"Current","whole","Cash",12686.68,135000,"Not Verified",8.82
"5079",8,"SC","MORTGAGE",0,40,2008,3,24,9,127987,2242,0,1,71,0,0,0,4,1,9,1,4800,13,8,4,1,91.3,1,0,"credit_card","joint",12000,36,18.06,434.2,"D","D2",Jan 2018,"Current","fractional","Cash",10962.47,65200,"Not Verified",19.12
"5080",10,"IL","RENT",0,45,1999,9,48,6,76531,37545,0,0,45,0,0,3,5,0,6,1,22500,17,3,1,5,97.6,0,0,"debt_consolidation","individual",20000,36,14.08,684.33,"C","C3",Jan 2018,"Current","fractional","Cash",17698.3,78000,"Source Verified",25.46
"5081",1,"NY","RENT",1,10,2007,1,19,9,56000,20657,0,0,0,0,0,0,2,3,9,4,28700,18,9,6,0,94.7,0,0,"debt_consolidation","individual",30000,60,18.06,762.79,"D","D2",Feb 2018,"Current","whole","Cash",28726.45,1e+05,"Source Verified",7.44
"5082",2,"RI","MORTGAGE",0,31,1981,3,41,26,66467,34003,0,0,69,0,0,2,8,0,26,6,12800,33,24,15,2,80.5,0,0,"credit_card","individual",10000,36,17.09,356.98,"D","D1",Feb 2018,"Current","fractional","Cash",9123.24,73364,"Not Verified",26.19
"5083",6,"OH","RENT",0,0,2007,1,19,11,63276,24888,0,0,0,0,0,1,1,12,11,4,22900,15,10,8,0,100,0,0,"credit_card","individual",6000,36,9.93,193.41,"B","B2",Jan 2018,"Current","whole","Cash",5269.21,30000,"Not Verified",28.84
"5084",8,"OK","OWN",0,0,2006,1,22,14,38400,14091,0,0,0,0,0,1,4,11,14,6,20900,16,13,6,0,100,0,0,"credit_card","individual",12000,36,11.99,398.52,"B","B5",Mar 2018,"Current","fractional","Cash",11155.76,35000,"Not Verified",23.9
"5085",1,"NY","RENT",0,0,2006,3,32,17,277598,300725,0,0,0,0,0,5,4,8,17,9,15600,15,12,11,0,100,0,0,"credit_card","individual",16000,60,13.58,368.82,"C","C2",Mar 2018,"Current","fractional","Cash",15430.34,175000,"Source Verified",16
"5086",2,"NY","RENT",0,0,2008,6,29,18,86200,53214,0,0,0,0,0,10,3,9,18,3,32300,12,8,4,0,100,0,0,"debt_consolidation","individual",15000,60,10.9,325.39,"B","B4",Mar 2018,"Current","whole","Cash",14620,85000,"Not Verified",11.89
"5087",3,"TX","RENT",0,0,2008,2,13,12,80602,35373,0,0,0,0,0,1,4,5,12,4,39400,11,11,6,0,100,0,0,"debt_consolidation","individual",15000,36,7.97,469.84,"A","A5",Jan 2018,"Current","whole","Cash",13124.17,45000,"Not Verified",22.41
"5088",6,"MO","MORTGAGE",0,0,2004,4,12,4,114200,2160,0,0,0,0,0,0,2,1,4,1,12600,4,3,1,5,100,0,0,"other","individual",9000,36,7.35,279.34,"A","A4",Jan 2018,"Current","whole","Cash",7865.11,24000,"Verified",2.9
"5089",7,"CT","RENT",0,0,2007,3,13,8,33881,13999,0,0,0,0,0,2,1,10,8,2,6200,8,6,2,0,100,0,0,"other","individual",1000,36,10.91,32.7,"B","B4",Jan 2018,"Current","fractional","Cash",879.79,35000,"Not Verified",20.99
"5090",2,"NJ","OWN",0,25,2008,0,12,8,48890,19668,0,0,0,0,0,1,1,0,8,4,20300,10,7,4,0,90,0,0,"small_business","joint",25000,36,13.59,849.48,"C","C2",Jan 2018,"Current","whole","Cash",22695.8,195000,"Source Verified",13.44
"5091",0,"OH","RENT",0,0,2011,0,25,22,128452,64490,0,0,0,0,0,13,10,14,22,3,55600,10,9,3,0,100,0,0,"debt_consolidation","individual",40000,36,7.34,1241.32,"A","A4",Mar 2018,"Current","whole","Cash",36991.71,98000,"Source Verified",10.74
"5092",10,"NJ","MORTGAGE",0,45,1978,9,16,7,293575,6858,0,0,45,0,379,0,2,4,7,3,51200,7,6,5,3,80,0,0,"debt_consolidation","individual",12500,36,6.72,384.37,"A","A3",Jan 2018,"Current","whole","Cash",11231.92,81000,"Source Verified",3.23
"5093",5,"NJ","MORTGAGE",0,73,2007,5,15,12,64800,3640,0,0,75,0,0,0,10,11,12,4,15000,13,11,5,1,93.3,0,0,"house","individual",20000,60,10.91,433.96,"B","B4",Feb 2018,"Current","whole","Cash",18977.66,42000,"Source Verified",3.57
"5094",0,"MA","RENT",0,0,2011,3,17,9,50368,29148,0,0,0,0,0,1,12,10,9,5,16300,11,7,7,0,100,0,0,"credit_card","individual",16500,60,16.02,401.43,"C","C5",Feb 2018,"Current","whole","Cash",15760.74,90000,"Verified",14.67
"5095",6,"GA","MORTGAGE",0,0,1995,6,42,21,288047,41413,0,1,0,0,0,1,11,1,21,8,54800,35,19,11,2,100,0,1,"debt_consolidation","individual",40000,36,10.91,1307.85,"B","B4",Jan 2018,"Current","fractional","Cash",35192.46,106500,"Source Verified",11.03
"5096",10,"AR","MORTGAGE",0,0,2002,0,10,6,117025,25122,0,0,0,0,0,2,2,0,6,2,7300,4,3,2,2,100,0,0,"major_purchase","individual",1500,36,6.72,46.13,"A","A3",Feb 2018,"Current","whole","Cash",1347.81,47028,"Not Verified",17.62
"5097",2,"GA","MORTGAGE",1,19,2006,3,24,8,306389,90744,0,0,19,0,0,2,5,5,8,1,1500,8,5,4,2,90,0,0,"debt_consolidation","individual",10000,60,16.01,243.24,"C","C5",Mar 2018,"Current","whole","Cash",9666.11,114000,"Not Verified",13.02
"5098",6,"TX","MORTGAGE",0,0,2013,1,9,7,109869,9303,0,0,0,0,0,1,5,4,7,3,7800,6,5,5,1,100,0,0,"car","individual",5000,36,10.42,162.33,"B","B3",Feb 2018,"Current","whole","Cash",4518.12,31600,"Not Verified",12.04
"5099",2,"CO","RENT",1,8,2002,7,14,11,82482,64995,0,0,8,0,0,4,3,5,11,6,21800,8,7,7,0,100,0,0,"medical","joint",3000,36,21.45,113.72,"D","D5",Feb 2018,"Current","whole","Cash",2753.1,80298,"Verified",27
"5100",10,"NJ","RENT",0,0,1972,4,38,29,113900,24028,0,1,0,0,0,1,10,4,29,12,83300,36,28,19,0,100,0,1,"medical","individual",16000,60,9.93,339.41,"B","B2",Feb 2018,"Current","whole","Cash",15161.63,75000,"Not Verified",15.08
"5101",4,"CA","MORTGAGE",0,0,2002,1,38,17,444785,40346,0,0,0,0,0,2,6,5,17,5,100800,29,14,7,1,100,0,0,"home_improvement","individual",20000,36,5.32,602.3,"A","A1",Jan 2018,"Current","whole","Cash",17408.96,208888,"Not Verified",9.51
"5102",10,"AZ","OWN",0,37,2003,0,16,11,91853,73616,0,0,0,0,0,3,3,14,11,2,9300,10,8,7,0,87.5,0,0,"debt_consolidation","individual",35000,36,14.08,1197.58,"C","C3",Jan 2018,"Current","whole","Cash",30972.01,72000,"Verified",21.18
"5103",10,"MI","MORTGAGE",0,0,2003,0,20,14,179343,24045,0,1,0,0,0,3,5,17,14,5,19800,12,10,7,1,100,0,1,"credit_card","individual",10000,36,12.61,335.07,"C","C1",Feb 2018,"Current","whole","DirectPay",7302.76,44775,"Verified",21.68
"5104",3,"CA","RENT",1,6,2010,3,19,18,59283,19187,0,0,0,0,0,0,9,3,18,6,32900,18,17,9,0,94.7,0,0,"other","individual",10000,36,14.08,342.17,"C","C3",Feb 2018,"Current","whole","Cash",9084.7,60000,"Source Verified",12.29
"5105",10,"FL","MORTGAGE",0,0,1995,0,21,12,328200,85748,0,0,0,0,0,1,2,16,12,6,48400,16,10,8,4,100,0,0,"small_business","individual",20000,36,10.91,653.93,"B","B4",Jan 2018,"Current","whole","Cash",18085.7,75000,"Not Verified",26.26
"5106",10,"NY","MORTGAGE",2,42,1996,4,20,13,280249,65965,0,1,15,0,0,5,12,5,13,3,1550,10,7,6,1,85,0,1,"medical","individual",10000,36,14.08,342.17,"C","C3",Feb 2018,"Current","fractional","Cash",9084.7,120000,"Verified",16.25
"5107",4,"NC","RENT",0,0,2013,3,16,12,37680,18369,0,0,0,0,0,7,8,6,12,2,5200,8,5,4,0,100,0,0,"car","individual",10800,60,24.85,316.05,"E","E3",Jan 2018,"Current","whole","Cash",10418.76,43000,"Source Verified",10.49
"5108",7,"IN","OWN",0,0,2003,5,30,13,204202,101446,0,0,0,0,0,2,4,6,13,5,104600,18,11,6,6,100,0,0,"debt_consolidation","joint",35000,60,14.07,815.66,"C","C3",Mar 2018,"Current","whole","Cash",33769.83,105000,"Source Verified",33.27
"5109",1,"CA","RENT",0,0,2000,0,11,8,59500,5294,0,0,0,0,0,0,3,24,8,3,59500,11,8,3,0,100,0,0,"major_purchase","individual",21600,60,7.34,431.18,"A","A4",Mar 2018,"Late (31-120 days)","whole","Cash",21600,72000,"Verified",1.43
"5110",6,"MI","MORTGAGE",0,38,2002,3,25,9,299585,30183,0,0,64,0,360,1,3,1,9,3,4500,13,7,5,3,76,0,0,"debt_consolidation","individual",15000,60,12.61,338.31,"C","C1",Mar 2018,"Current","whole","Cash",14452.23,100800,"Source Verified",9.92
